"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"108","""That's why her hair is so big, it's full of secrets"" https://t.co/No4fcqXjsj Love this illustration by @Dystopika https://t.co/1nO2cdgR4B",FALSE,79,NA,2018-12-09 21:35:00,FALSE,NA,"1071880919185641472",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","hitRECord",17,FALSE,FALSE,NA,NA
"109","💛 https://t.co/Bm22Cufvjh",FALSE,8,NA,2018-12-09 21:13:14,FALSE,NA,"1071875442246803456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hitRECord",0,FALSE,FALSE,NA,NA
"110","How amazing is this ? @LostTuesdays with @biancayuzon brand new music ! #BBC #radiowales #bbcradio #musician… https://t.co/S6e5sP6x43",FALSE,0,NA,2018-12-09 20:59:35,TRUE,NA,"1071872007107694594",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mikeywelshconex",0,FALSE,FALSE,NA,NA
"111","@ViciousVixxenV @hitRECord @hitRECordJoe I got three done if you wanna take a listen.  They're on the page (hope I… https://t.co/Xp54qBBkEr",FALSE,2,"WerePan83",2018-12-09 20:36:51,TRUE,"1071489795409539072","1071866286194483200","905096417038958592","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","WerePan83",0,FALSE,FALSE,NA,NA
"112","@hitRECord A big hug Joseph, Jesus is with you and your family, Love and Peace.",FALSE,0,"hitRECord",2018-12-09 20:06:42,FALSE,NA,"1071858699382255622","24815314","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CorderoDePaz",0,FALSE,FALSE,NA,NA
"113","Get your copy of the Move on the Sun vinyl before they run out!  https://t.co/TgvedG1dRb",FALSE,4,NA,2018-12-09 20:03:01,FALSE,NA,"1071857772323581953",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECord",1,FALSE,FALSE,NA,NA
"114","Listen to this song 'More' on the Move on the Sun Vinyl. Only 11 copies of this beautiful vinyl left. https://t.co/rLvfMznILC",FALSE,9,NA,2018-12-09 20:02:00,FALSE,NA,"1071857515988729856",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECord",2,FALSE,FALSE,NA,NA
"115","Need a voice actor to play this character. Here's the quick script to perform: https://t.co/ZxkSCMPX7q https://t.co/eK8MQHeGYN",FALSE,154,NA,2018-12-09 19:54:03,FALSE,NA,"1071855516006125574",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",25,FALSE,FALSE,NA,NA
"116","Why did this little guy open a kissing booth? Write a short story here: https://t.co/6FOvxuWxe9 https://t.co/Moy2QXQcNE",FALSE,12,NA,2018-12-09 19:01:04,FALSE,NA,"1071842180770213888",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECord",1,FALSE,FALSE,NA,NA
"117","I liked a @YouTube video https://t.co/nzft3X3QNF ""Adieu"" // HITRECORD ON TV episode 5 RE: THE OTHER SIDE",FALSE,0,NA,2018-12-09 18:43:22,FALSE,NA,"1071837725890961408",NA,"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","iamhanwolf",0,FALSE,FALSE,NA,NA
"118","Name these two characters: https://t.co/O9xShASZg7",FALSE,68,NA,2018-12-09 18:03:01,FALSE,NA,"1071827572214894593",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",7,FALSE,FALSE,NA,NA
"119","Ohhh

We do this 

Just for fun

Flex them tongues

@hitrecord is great

Jump innnnn https://t.co/ILd520BvgI",FALSE,2,NA,2018-12-09 17:59:11,FALSE,NA,"1071826607281709056",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","AudioAuditions",0,FALSE,FALSE,NA,NA
"120","Heleauuu #VoiceActors!

So

Y’all should always be in training right? 

You done any of theeeese???

Hit record has… https://t.co/QEOjtIC0XN",FALSE,3,NA,2018-12-09 17:54:54,TRUE,NA,"1071825531098800128",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","QuirkyVoices",0,FALSE,FALSE,NA,NA
"121","@hitRECord 🔴Every item for $ale has been created by CONTRIBUTING #artists from All Over the World(also referred to… https://t.co/zm1A2vylfy",FALSE,0,"hitRECord",2018-12-09 17:54:10,TRUE,"1071480036434370561","1071825343424724992","24815314","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PJmiekidzandi",0,FALSE,FALSE,NA,NA
"122","Looking for all the vinyl collectors out there.. https://t.co/HXzlOBjsHz https://t.co/Qzcpu9eCBP",FALSE,305,NA,2018-12-09 16:11:05,FALSE,NA,"1071799402963046400",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",27,FALSE,FALSE,NA,NA
"123","@aspen_eyes Wanna visit @hitRECord / @hitRECordJoe / https://t.co/rFKAgmCWCF art community on the site? Your work's… https://t.co/QGTSsu9gyF",FALSE,5,"aspen_eyes",2018-12-09 15:04:05,TRUE,"1065703868229709829","1071782541181546497","4038398358","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WiseWolfSeesAll",1,FALSE,FALSE,NA,NA
"124","Anyone else absolutely mesmerized by this? https://t.co/qt7IQ0QiN3 https://t.co/t1vej3aB1l",FALSE,488,NA,2018-12-09 14:32:03,FALSE,NA,"1071774479393714176",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",54,FALSE,FALSE,NA,NA
"125","@hitRECordJoe This album was literally conceived thanks to @hitRECord community.
It was originally just an idea and… https://t.co/9eO133JbOf",FALSE,2,"aknilofficial",2018-12-09 06:51:37,TRUE,"1071657222428606465","1071658609531076609","999362646607613955","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aknilofficial",0,FALSE,FALSE,NA,NA
"126","Invest in your tools  #music  #dancemusic
#OnMyTop #hitrecord #billboardhit
#Drake #jayz #MeekCHAMPIONSHIPS… https://t.co/jLOBQXFVDY",FALSE,0,NA,2018-12-09 06:22:52,TRUE,NA,"1071651373920350210",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gadgio",0,FALSE,FALSE,NA,NA
"127","""I &lt;3 you to pizzas"" https://t.co/nHZOey0vw7 🍕 https://t.co/Bd2lEZ4MGB",FALSE,541,NA,2018-12-09 05:16:38,FALSE,NA,"1071634704816852992",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",81,FALSE,FALSE,NA,NA
"128","@Chrissy_fd @EmmasLens @hitRECord yo, Chrissy ....  ;) &lt;3 https://t.co/3yPP6c38Ti",FALSE,3,"Chrissy_fd",2018-12-09 04:37:23,FALSE,"1070721115817881602","1071624828011069440","484895429","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ViciousVixxenV",0,FALSE,FALSE,NA,NA
"129","5 years on @hitRECord woo hoo! Wanna help me celebrate with a WAKularity (my version of the Regularity)?… https://t.co/hsSZ77PrKk",FALSE,10,NA,2018-12-09 03:57:46,TRUE,NA,"1071614857097572354",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PrettyWak",1,FALSE,FALSE,NA,NA
"130","THE COME UP SONG @kervswerv ft myself ... I can't waitttt!!! #swerv #Hitrecord #hit #single #beats #music #goals… https://t.co/TtmM6qOQRi",FALSE,0,NA,2018-12-09 03:15:22,TRUE,NA,"1071604186880577537",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","abdulkidkash",0,FALSE,FALSE,NA,NA
"131","@hitRECord 😁",FALSE,0,"hitRECord",2018-12-09 03:00:26,FALSE,"1071540458160078848","1071600431275491328","24815314","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","takiun_aney",0,FALSE,FALSE,NA,NA
"132","@hitRECordJoe where do i go to look at things ive ""bookmarked for later"" on hitrecord?",FALSE,0,"hitRECordJoe",2018-12-09 02:53:46,FALSE,NA,"1071598750307680257","24807616","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","W0NDEROUS",0,FALSE,FALSE,NA,NA
"133","Calling all VOICE ACTORS: https://t.co/uBPIGWy5MC",FALSE,134,NA,2018-12-09 02:52:01,FALSE,NA,"1071598310044123136",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",24,FALSE,FALSE,NA,NA
"134","https://t.co/XCYsBuL2as",FALSE,0,NA,2018-12-09 01:06:07,FALSE,NA,"1071571659772100609",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BrendaRitchie01",0,FALSE,FALSE,NA,NA
"135","Post a photo that captures a specific emotion: https://t.co/HvApsvrUvB",FALSE,108,NA,2018-12-09 01:01:00,FALSE,NA,"1071570373269958661",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",17,FALSE,FALSE,NA,NA
"136","@hitRECordJoe 🔴Every item for $ale has been created by CONTRIBUTING #artists from All Over the World(also referred… https://t.co/dj9jlQcFsa",FALSE,1,"hitRECordJoe",2018-12-09 00:49:08,TRUE,"1071535660320940034","1071567386002812929","24807616","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PJmiekidzandi",0,FALSE,FALSE,NA,NA
"137","Two more days until that #BGE2 Livestream.
Two more days until we get more news and updates from the #BGE dev team.… https://t.co/UNy6ZcTDas",FALSE,5,NA,2018-12-09 00:07:49,TRUE,NA,"1071556987723411457",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JayhanOfficial",1,FALSE,FALSE,NA,NA
"138","Script is done here for our Taxidermy family photo. Now we need voice actors to play these eccentric characters. Co… https://t.co/xWEBRUgRdx",FALSE,18,NA,2018-12-08 23:02:08,TRUE,NA,"1071540458160078848",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECord",2,FALSE,FALSE,NA,NA
"139","*STORE SALE* Free shipping in the U.S. for all orders $50 and up. 

Good stuff to choose from (I swear) —… https://t.co/WqLHNsJulF",FALSE,82,NA,2018-12-08 22:43:04,TRUE,NA,"1071535660320940034",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",8,FALSE,FALSE,NA,NA
"140","@hitRECord @WerePan83 @hitRECordJoe 🤔🤔🤔",FALSE,1,"hitRECord",2018-12-08 21:13:15,FALSE,"1071510692455342080","1071513059410227200","24815314","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ViciousVixxenV",0,FALSE,FALSE,NA,NA
"141","@ViciousVixxenV @WerePan83 @hitRECordJoe Or did we just remix your tweet ? 😉",FALSE,2,"ViciousVixxenV",2018-12-08 21:03:51,FALSE,"1071469818472263680","1071510692455342080","238313253","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hitRECord",0,FALSE,FALSE,NA,NA
"142","@AodhBC Canonically, Lewis Carroll's  White Knight: https://t.co/KiLyCzgNKp",FALSE,0,"AodhBC",2018-12-08 20:54:12,FALSE,"1071507805025300483","1071508263487836161","437052773","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vonbladet",0,FALSE,FALSE,NA,NA
"143","EVERYONE: Today is the LAST DAY to be Santa Claus for our House of Horrors (Christmas Radio Show) on @hitRECord! 🎅🔴… https://t.co/MAu7OqhyKp",FALSE,14,NA,2018-12-08 20:53:12,TRUE,NA,"1071508011896750080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RosellaWeigand",5,FALSE,FALSE,NA,NA
"144","Robot's Destiny: https://t.co/DmanPyNm1X
#hitrecord #shortstory @hitRECord",FALSE,0,NA,2018-12-08 20:35:22,FALSE,NA,"1071503526315069440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","danielibf93",0,FALSE,FALSE,NA,NA
"145","@WerePan83 @ViciousVixxenV @hitRECord @hitRECordJoe That's great! Go for it, Joshua! 😊🎙️♥️",FALSE,2,"WerePan83",2018-12-08 20:15:42,FALSE,"1071489795409539072","1071498574142283779","905096417038958592","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RosellaWeigand",0,FALSE,FALSE,NA,NA
"146","@WerePan83 @hitRECord @hitRECordJoe Yes, absolutely. I think we still need to fill that role. Do as many takes as y… https://t.co/GnIVKzDStH",FALSE,1,"WerePan83",2018-12-08 20:13:21,TRUE,"1071489795409539072","1071497984519610369","905096417038958592","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ViciousVixxenV",0,FALSE,FALSE,NA,NA
"147","I wrote a thing a while back called ""Writer's Block""

The story begins with ""I was out of ideas. I was pitiful.""

Y… https://t.co/9UEs5CG3sm",FALSE,225,NA,2018-12-08 20:12:01,TRUE,NA,"1071497647167545344",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",22,FALSE,FALSE,NA,NA
"148","@ViciousVixxenV @hitRECord @hitRECordJoe It would still be an honor to try out for this production as well.  I was… https://t.co/KMRuEPE3Q3",FALSE,3,"ViciousVixxenV",2018-12-08 19:40:49,TRUE,"1071469818472263680","1071489795409539072","238313253","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","WerePan83",0,FALSE,FALSE,NA,NA
"149","Free shipping in the US on all orders over $50 this weekend! Just in time to order your gifts before the holiday se… https://t.co/PBhDGmN4SU",FALSE,17,NA,2018-12-08 19:02:02,TRUE,NA,"1071480036434370561",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECord",1,FALSE,FALSE,NA,NA
"150","@hitRECord @WerePan83 @hitRECordJoe Did you guys hijack my post 👀 (jk)

There are a ton of other active VO challeng… https://t.co/99PzFcyZYu",FALSE,3,"hitRECord",2018-12-08 18:21:26,TRUE,"1071438420881231872","1071469818472263680","24815314","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ViciousVixxenV",0,FALSE,FALSE,NA,NA
"151","@Cyarine @hitRECord / @hitRECordJoe  / https://t.co/rFKAgmCWCF
Go to the art community or make a vlog to express yo… https://t.co/dEOcQrhHFn",FALSE,0,"Cyarine",2018-12-08 18:15:08,TRUE,"1071466016209809409","1071468235755831296","2273438743","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WiseWolfSeesAll",0,FALSE,FALSE,NA,NA
"152","Anyone at all can start a project. Could be to start a book (so, answer is YES) or a short film or a song.. anythin… https://t.co/eD1vWcwz18",FALSE,116,NA,2018-12-08 17:57:35,TRUE,NA,"1071463818956394496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECordJoe",10,FALSE,FALSE,NA,NA
"153","Let's name this bicycling goblin drawn by @olmsteadkirk. 

Who has a suggestion?? 

https://t.co/CvKVslVu6K https://t.co/nF3a8bfTOf",FALSE,181,NA,2018-12-08 17:54:03,FALSE,NA,"1071462929508327426",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",15,FALSE,FALSE,NA,NA
"154","#HitRECord
https://t.co/koE7SmU2vM https://t.co/TyJIAGYIuN",FALSE,0,NA,2018-12-08 17:50:17,FALSE,NA,"1071461978990878720",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","JianinaP",0,FALSE,FALSE,NA,NA
"155","Little Red Riding Hood like you’ve never seen before. This book is the perfect gift for the badass women in your li… https://t.co/2E2w5FYKZZ",FALSE,14,NA,2018-12-08 17:22:05,TRUE,NA,"1071454881309962240",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECord",1,FALSE,FALSE,NA,NA
"156","🌻 https://t.co/jbHGPUTJUR",FALSE,1,NA,2018-12-08 17:16:18,FALSE,NA,"1071453429950791680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Inefable_O",0,FALSE,FALSE,NA,NA
"157","@hitRECordJoe I just submitted to this last night. I love that @hitRECord gives me the opportunity to go outside of… https://t.co/Sfp7F5iPwb",FALSE,10,"hitRECordJoe",2018-12-08 16:42:02,TRUE,"1071442781611134976","1071444804729397248","24807616","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EldredBird",0,FALSE,FALSE,NA,NA
"158","VOICE ACTORS (of all ages) are needed!! Script here: https://t.co/uBPIGWy5MC",FALSE,168,NA,2018-12-08 16:34:00,FALSE,NA,"1071442781611134976",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",32,FALSE,FALSE,NA,NA
"159","@Satan47777784 @ViciousVixxenV @hitRECordJoe Never too late to start 😉",FALSE,2,"Satan47777784",2018-12-08 16:17:12,FALSE,"1071420765294219264","1071438553891008512","1035391892467396608","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hitRECord",0,FALSE,FALSE,NA,NA
"160","@WerePan83 @ViciousVixxenV @hitRECordJoe This is the perfect place for you! We welcome folks of all levels. The poi… https://t.co/Kr3wU1sOIn",FALSE,2,"WerePan83",2018-12-08 16:16:40,TRUE,"1071422017403015168","1071438420881231872","905096417038958592","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hitRECord",0,FALSE,FALSE,NA,NA
"161","@ViciousVixxenV @hitRECordJoe @hitRECord I would love to try it out.  I'm new to the platform and joined cause I wa… https://t.co/acXZIvCZQ4",FALSE,2,"ViciousVixxenV",2018-12-08 15:11:29,TRUE,"1070508788329926657","1071422017403015168","238313253","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","WerePan83",0,FALSE,FALSE,NA,NA
"162","Lincoln Bio. 
—
—
#newmusic #hitrecord #losangeles #nashville #altfolk #acoustic #music #listenup #anchorandbell… https://t.co/dwbUOeAiTp",FALSE,0,NA,2018-12-08 15:01:06,TRUE,NA,"1071419401826656256",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","NoahNeedleman",1,FALSE,FALSE,NA,NA
"163","Feminism in the form of a graphic novel fairytale. Get a copy here: https://t.co/CNbgy0vJAN #LittleRedRidingHood https://t.co/OgHaJbw3dg",FALSE,185,NA,2018-12-08 14:23:04,FALSE,NA,"1071409830320107523",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",19,FALSE,FALSE,NA,NA
"164","@hitRECord @hitRECordJoe *^~^*",FALSE,0,"hitRECord",2018-12-08 12:08:23,FALSE,"1070819747296612352","1071375937533427716","24815314","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","goodlgl",0,FALSE,FALSE,NA,NA
"165","Most pet owners think they can talk with their pets... https://t.co/upRpNPbfft 🐱🐶 https://t.co/U3T9NiJlIA",FALSE,770,NA,2018-12-08 12:02:02,FALSE,NA,"1071374338048303104",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",135,FALSE,FALSE,NA,NA
"166","Another day another #improv @hitRECord working on my new record. Looking for  a hopeful melody #music #piano #solo https://t.co/dowJF4ktVZ",FALSE,2,NA,2018-12-08 11:12:11,FALSE,NA,"1071361796953518080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aknilofficial",1,FALSE,FALSE,NA,NA
"167","Port Miami at sunset #vacation #lookslikelove https://t.co/YQCj0Y39pI",FALSE,0,NA,2018-12-08 11:10:22,FALSE,NA,"1071361338608418818",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HFields715",0,FALSE,FALSE,NA,NA
"168","#hotnewhiphop #rapmusic #unsignedartist #soundcloud #musician #spinrilla #audiomack #hiphopblog #unsignedrapper… https://t.co/IbXpNV2jWR",FALSE,3,NA,2018-12-08 10:37:47,TRUE,NA,"1071353136047185921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YUNGKLIPBEATZ",0,FALSE,FALSE,NA,NA
"169","@garcia590 @joelregolabs @garyvee @TierraWhack @hitRECord Yeah, legacy is the best",FALSE,0,"garcia590",2018-12-08 09:49:17,FALSE,"1071277898319847424","1071340931922554880","48606995","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","team9018",0,FALSE,FALSE,NA,NA
"170","@hitRECordJoe @hitRECord Wish i can do much better than that man 😁",FALSE,0,"hitRECordJoe",2018-12-08 09:28:49,FALSE,"1071245237253795840","1071335780356931584","24807616","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Seyfeddin_Erise",0,FALSE,FALSE,NA,NA
"171","#ArtOfBreakingUp  https://t.co/DFjHUdty8b https://t.co/ocQH1Day0z",FALSE,136,NA,2018-12-08 07:47:02,FALSE,NA,"1071310165926993920",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",11,FALSE,FALSE,NA,NA
"172","😭❤ https://t.co/P44H9ZLKTG",FALSE,0,NA,2018-12-08 07:22:21,FALSE,NA,"1071303956842729472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amaralaureng",0,FALSE,FALSE,NA,NA
"173","@garcia590 @garyvee @TierraWhack @hitRECord But to host all those videos so that everyone with an internet connecti… https://t.co/423BrX15Uz",FALSE,2,"joelregolabs",2018-12-08 06:18:50,TRUE,"1071287207875371008","1071287970915708933","2404085461","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","joelregolabs",0,FALSE,FALSE,NA,NA
"174","@garcia590 @garyvee @TierraWhack @hitRECord A very valid question. I keep asking myself this. I will be honest. I a… https://t.co/ctvcCQfit8",FALSE,4,"garcia590",2018-12-08 06:15:48,TRUE,"1071280216947867648","1071287207875371008","48606995","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","joelregolabs",0,FALSE,FALSE,NA,NA
"175","@joelregolabs @garyvee @TierraWhack @hitRECord My question to you Mr. @joelregolabs is, I see you have descrbe your… https://t.co/GhhBaUVoYB",FALSE,3,"garcia590",2018-12-08 05:48:01,TRUE,"1071277898319847424","1071280216947867648","48606995","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","garcia590",0,FALSE,FALSE,NA,NA
"176","@joelregolabs @garyvee @TierraWhack social media for active attention, the ask platform for research, documentation… https://t.co/kphAMb1wFL",FALSE,4,"garcia590",2018-12-08 05:38:48,TRUE,"1071277173607038982","1071277898319847424","48606995","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","garcia590",0,FALSE,FALSE,NA,NA
"177","@aknilofficial @hitRECordJoe @hitRECord I’m so glad I crossed this on my TL",FALSE,3,"aknilofficial",2018-12-08 05:34:18,FALSE,"1070385869327085568","1071276763370545153","999362646607613955","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LanaDelRaechel",0,FALSE,FALSE,NA,NA
"178","@aknilofficial @hitRECordJoe @hitRECord This was so beautiful!",FALSE,2,"aknilofficial",2018-12-08 05:24:42,FALSE,"1070385869327085568","1071274347162206209","999362646607613955","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","House_Shelby",0,FALSE,FALSE,NA,NA
"179","@hitRECordJoe can i write a book on hitrecord",FALSE,4,"hitRECordJoe",2018-12-08 05:20:31,FALSE,"1071272914081771520","1071273293875961858","24807616","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","josephsIevitt",0,FALSE,FALSE,NA,NA
"180","attn: ALL WRITERS!! https://t.co/jdyiQC1v7C",FALSE,111,NA,2018-12-08 05:19:00,FALSE,NA,"1071272914081771520",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",16,FALSE,FALSE,NA,NA
"181","@hitRECord still the biggest highlight of my work with u guys :) &amp; damn straight I'm gonna blast that shit tonight 👍",FALSE,1,"hitRECord",2018-12-08 04:36:01,FALSE,"1071214172942155777","1071262097370177537","24815314","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sir_Beardo",0,FALSE,FALSE,NA,NA
"182","@hitRECordJoe @hitRECord Beautiful!!!",FALSE,0,"hitRECordJoe",2018-12-08 03:29:50,FALSE,"1071245237253795840","1071245440887218176","24807616","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shelleternal",0,FALSE,FALSE,NA,NA
"183","Beautiful remix. Three different images on @hitRECord were combined to make it. Love seeing this kind of thing happ… https://t.co/fhKcV7neeN",FALSE,171,NA,2018-12-08 03:29:01,TRUE,NA,"1071245237253795840",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",25,FALSE,FALSE,NA,NA
"184","Great...FYI although made of ""vinyl"" they are not ""vinyls"" : known as LPs and ""Record Albums"" for decades before mi… https://t.co/p4AaqIn7hr",FALSE,1,NA,2018-12-08 02:48:21,TRUE,NA,"1071235000714977280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lilmikesf",0,FALSE,FALSE,NA,NA
"185","@NetflixAndAnts https://t.co/Q9KK3ImuY2",FALSE,0,"NetflixAndAnts",2018-12-08 02:44:39,FALSE,"1071231382637215744","1071234069617348614","2353901605","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","databendr",0,FALSE,FALSE,NA,NA
"186","Merry Inkmas Day 7: Cheer #cheer #merryinkmas #illustration #cartoon #holiday #winter #Inkmas #inkdrawing… https://t.co/hV3nLcJq1p",FALSE,0,NA,2018-12-08 02:32:42,TRUE,NA,"1071231064054620161",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","BreeKrafty1",0,FALSE,FALSE,NA,NA
"187","Sneak peak like comment if u fw it 😎🙏🏾 #hotnewhiphop  #hiphopmusic  #hiphopculture #newmusic #rap #hitrecord… https://t.co/WTXpgJ5znu",FALSE,0,NA,2018-12-08 02:06:54,TRUE,NA,"1071224568382152704",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","kenley63",0,FALSE,FALSE,NA,NA
"188","The BGE2 team is hosting a livestream on Monday December 10, 2018 at 9am PT and 12pm ET. Especially cool is there'l… https://t.co/mOT3tplb5d",FALSE,17,NA,2018-12-08 02:06:28,TRUE,NA,"1071224460206727168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECord",2,FALSE,FALSE,NA,NA
"189","wrote a little christmas song for you @hitRECord folk. Hope you enjoy (and remix!) https://t.co/xDxL04ZlR6",FALSE,1,NA,2018-12-08 02:03:29,FALSE,NA,"1071223708994412544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KeebleAndrew",0,FALSE,FALSE,NA,NA
"190","@Sir_Beardo 6 years ago and still a timeless piece👌",FALSE,4,"Sir_Beardo",2018-12-08 01:25:35,FALSE,"1071196135879045121","1071214172942155777","100948221","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECord",0,FALSE,FALSE,NA,NA
